path,target,category,extension,reason
VPhoneExecutable/VPhoneCommand/FirmwarePatcher/CustomFirmware/ExecutablePatches/CacheLoader/CustomFirmwareCacheLoader.swift,FirmwarePatcher,SHIMMABLE,swift,Core patching logic is algorithmic Swift but requires Windows build/dependency adaptation
VPhoneExecutable/VPhoneCommand/FirmwarePatcher/CustomFirmware/ExecutablePatches/DiskImage/CustomFirmwareDiskImage+DynamicMetadata.swift,FirmwarePatcher,SHIMMABLE,swift,Core patching logic is algorithmic Swift but requires Windows build/dependency adaptation
VPhoneExecutable/VPhoneCommand/FirmwarePatcher/CustomFirmware/ExecutablePatches/DiskImage/CustomFirmwareDiskImage.swift,FirmwarePatcher,SHIMMABLE,swift,Core patching logic is algorithmic Swift but requires Windows build/dependency adaptation
VPhoneExecutable/VPhoneCommand/FirmwarePatcher/CustomFirmware/ExecutablePatches/Jetsam/CustomFirmwareJetsam.swift,FirmwarePatcher,SHIMMABLE,swift,Core patching logic is algorithmic Swift but requires Windows build/dependency adaptation
VPhoneExecutable/VPhoneCommand/FirmwarePatcher/CustomFirmware/ExecutablePatches/Jetsam/CustomFirmwareJetsamDiscovery.swift,FirmwarePatcher,SHIMMABLE,swift,Core patching logic is algorithmic Swift but requires Windows build/dependency adaptation
VPhoneExecutable/VPhoneCommand/FirmwarePatcher/CustomFirmware/ExecutablePatches/MobileActivation/CustomFirmwareMobileActivation+Anchoring.swift,FirmwarePatcher,SHIMMABLE,swift,Core patching logic is algorithmic Swift but requires Windows build/dependency adaptation
VPhoneExecutable/VPhoneCommand/FirmwarePatcher/CustomFirmware/ExecutablePatches/MobileActivation/CustomFirmwareMobileActivation.swift,FirmwarePatcher,SHIMMABLE,swift,Core patching logic is algorithmic Swift but requires Windows build/dependency adaptation
VPhoneExecutable/VPhoneCommand/FirmwarePatcher/CustomFirmware/ExecutablePatches/Sep/CustomFirmwareSeputil.swift,FirmwarePatcher,SHIMMABLE,swift,Core patching logic is algorithmic Swift but requires Windows build/dependency adaptation
VPhoneExecutable/VPhoneCommand/FirmwarePatcher/CustomFirmware/ExecutablePatches/WatchDog/CustomFirmwareWatchDog.swift,FirmwarePatcher,SHIMMABLE,swift,Core patching logic is algorithmic Swift but requires Windows build/dependency adaptation
VPhoneExecutable/VPhoneCommand/FirmwarePatcher/CustomFirmware/ExecutablePatches/WatchDog/CustomFirmwareWatchDogDiscovery.swift,FirmwarePatcher,SHIMMABLE,swift,Core patching logic is algorithmic Swift but requires Windows build/dependency adaptation
VPhoneExecutable/VPhoneCommand/FirmwarePatcher/CustomFirmware/ExecutablePatches/WatchDog/CustomFirmwareWatchDogSymbolTargets.swift,FirmwarePatcher,SHIMMABLE,swift,Core patching logic is algorithmic Swift but requires Windows build/dependency adaptation
VPhoneExecutable/VPhoneCommand/FirmwarePatcher/DeviceTree/DeviceTreeNodeAdditions.swift,FirmwarePatcher,SHIMMABLE,swift,Core patching logic is algorithmic Swift but requires Windows build/dependency adaptation
VPhoneExecutable/VPhoneCommand/FirmwarePatcher/DeviceTree/DeviceTreePatchDefinitions.swift,FirmwarePatcher,SHIMMABLE,swift,Core patching logic is algorithmic Swift but requires Windows build/dependency adaptation
VPhoneExecutable/VPhoneCommand/FirmwarePatcher/DeviceTree/DeviceTreePatcher.swift,FirmwarePatcher,SHIMMABLE,swift,Core patching logic is algorithmic Swift but requires Windows build/dependency adaptation
VPhoneExecutable/VPhoneCommand/FirmwarePatcher/DeviceTree/DeviceTreePropertyPatches.swift,FirmwarePatcher,SHIMMABLE,swift,Core patching logic is algorithmic Swift but requires Windows build/dependency adaptation
VPhoneExecutable/VPhoneCommand/FirmwarePatcher/DyldSharedCache/DyldSharedCacheChunkSet.swift,FirmwarePatcher,SHIMMABLE,swift,Core patching logic is algorithmic Swift but requires Windows build/dependency adaptation
VPhoneExecutable/VPhoneCommand/FirmwarePatcher/DyldSharedCache/DyldSharedCacheCodeSignature.swift,FirmwarePatcher,SHIMMABLE,swift,Core patching logic is algorithmic Swift but requires Windows build/dependency adaptation
VPhoneExecutable/VPhoneCommand/FirmwarePatcher/DyldSharedCache/DyldSharedCacheError.swift,FirmwarePatcher,SHIMMABLE,swift,Core patching logic is algorithmic Swift but requires Windows build/dependency adaptation
VPhoneExecutable/VPhoneCommand/FirmwarePatcher/DyldSharedCache/DyldSharedCacheLocalSymbolTable.swift,FirmwarePatcher,SHIMMABLE,swift,Core patching logic is algorithmic Swift but requires Windows build/dependency adaptation
VPhoneExecutable/VPhoneCommand/FirmwarePatcher/DyldSharedCache/DyldSharedCacheSymbolResolver.swift,FirmwarePatcher,SHIMMABLE,swift,Core patching logic is algorithmic Swift but requires Windows build/dependency adaptation
VPhoneExecutable/VPhoneCommand/FirmwarePatcher/DyldSharedCache/Patchers/DyldSharedCacheCameraPatcher.swift,FirmwarePatcher,SHIMMABLE,swift,Core patching logic is algorithmic Swift but requires Windows build/dependency adaptation
VPhoneExecutable/VPhoneCommand/FirmwarePatcher/DyldSharedCache/Patchers/DyldSharedCacheHypervisorVirtualMachinePatcher+MachOStringSites.swift,FirmwarePatcher,SHIMMABLE,swift,Core patching logic is algorithmic Swift but requires Windows build/dependency adaptation
VPhoneExecutable/VPhoneCommand/FirmwarePatcher/DyldSharedCache/Patchers/DyldSharedCacheHypervisorVirtualMachinePatcher.swift,FirmwarePatcher,SHIMMABLE,swift,Core patching logic is algorithmic Swift but requires Windows build/dependency adaptation
VPhoneExecutable/VPhoneCommand/FirmwarePatcher/DyldSharedCache/Patchers/DyldSharedCacheIOMFBForceKernPatcher.swift,FirmwarePatcher,SHIMMABLE,swift,Core patching logic is algorithmic Swift but requires Windows build/dependency adaptation
VPhoneExecutable/VPhoneCommand/FirmwarePatcher/DyldSharedCache/Patchers/DyldSharedCacheIOMFBSwapEndPatcher.swift,FirmwarePatcher,SHIMMABLE,swift,Core patching logic is algorithmic Swift but requires Windows build/dependency adaptation
VPhoneExecutable/VPhoneCommand/FirmwarePatcher/DyldSharedCache/Patchers/DyldSharedCacheLSDEmbeddedRegPatcher.swift,FirmwarePatcher,SHIMMABLE,swift,Core patching logic is algorithmic Swift but requires Windows build/dependency adaptation
VPhoneExecutable/VPhoneCommand/FirmwarePatcher/DyldSharedCache/Patchers/DyldSharedCacheLockdownModePatcher.swift,FirmwarePatcher,SHIMMABLE,swift,Core patching logic is algorithmic Swift but requires Windows build/dependency adaptation
VPhoneExecutable/VPhoneCommand/FirmwarePatcher/DyldSharedCache/Patchers/DyldSharedCacheMaxSlidePatcher.swift,FirmwarePatcher,SHIMMABLE,swift,Core patching logic is algorithmic Swift but requires Windows build/dependency adaptation
VPhoneExecutable/VPhoneCommand/FirmwarePatcher/DyldSharedCache/Patchers/DyldSharedCacheXPCLWCRPatcher.swift,FirmwarePatcher,SHIMMABLE,swift,Core patching logic is algorithmic Swift but requires Windows build/dependency adaptation
VPhoneExecutable/VPhoneCommand/FirmwarePatcher/IBoot/BasePatches/IBootPatchBootArgs.swift,FirmwarePatcher,SHIMMABLE,swift,Core patching logic is algorithmic Swift but requires Windows build/dependency adaptation
VPhoneExecutable/VPhoneCommand/FirmwarePatcher/IBoot/BasePatches/IBootPatchBootxPrecondition.swift,FirmwarePatcher,SHIMMABLE,swift,Core patching logic is algorithmic Swift but requires Windows build/dependency adaptation
VPhoneExecutable/VPhoneCommand/FirmwarePatcher/IBoot/BasePatches/IBootPatchImage4Callback.swift,FirmwarePatcher,SHIMMABLE,swift,Core patching logic is algorithmic Swift but requires Windows build/dependency adaptation
VPhoneExecutable/VPhoneCommand/FirmwarePatcher/IBoot/BasePatches/IBootPatchPanicBypass.swift,FirmwarePatcher,SHIMMABLE,swift,Core patching logic is algorithmic Swift but requires Windows build/dependency adaptation
VPhoneExecutable/VPhoneCommand/FirmwarePatcher/IBoot/BasePatches/IBootPatchRootfsBypass.swift,FirmwarePatcher,SHIMMABLE,swift,Core patching logic is algorithmic Swift but requires Windows build/dependency adaptation
VPhoneExecutable/VPhoneCommand/FirmwarePatcher/IBoot/BasePatches/IBootPatchSerialLabels.swift,FirmwarePatcher,SHIMMABLE,swift,Core patching logic is algorithmic Swift but requires Windows build/dependency adaptation
VPhoneExecutable/VPhoneCommand/FirmwarePatcher/IBoot/IBootJailbreakPatcher.swift,FirmwarePatcher,SHIMMABLE,swift,Core patching logic is algorithmic Swift but requires Windows build/dependency adaptation
VPhoneExecutable/VPhoneCommand/FirmwarePatcher/IBoot/IBootPatcher.swift,FirmwarePatcher,SHIMMABLE,swift,Core patching logic is algorithmic Swift but requires Windows build/dependency adaptation
VPhoneExecutable/VPhoneCommand/FirmwarePatcher/Kernel/BasePatches/APFS/KernelPatchApfsGraft.swift,FirmwarePatcher,SHIMMABLE,swift,Core patching logic is algorithmic Swift but requires Windows build/dependency adaptation
VPhoneExecutable/VPhoneCommand/FirmwarePatcher/Kernel/BasePatches/APFS/KernelPatchApfsMount.swift,FirmwarePatcher,SHIMMABLE,swift,Core patching logic is algorithmic Swift but requires Windows build/dependency adaptation
VPhoneExecutable/VPhoneCommand/FirmwarePatcher/Kernel/BasePatches/APFS/KernelPatchApfsSeal.swift,FirmwarePatcher,SHIMMABLE,swift,Core patching logic is algorithmic Swift but requires Windows build/dependency adaptation
VPhoneExecutable/VPhoneCommand/FirmwarePatcher/Kernel/BasePatches/APFS/KernelPatchApfsSnapshot.swift,FirmwarePatcher,SHIMMABLE,swift,Core patching logic is algorithmic Swift but requires Windows build/dependency adaptation
VPhoneExecutable/VPhoneCommand/FirmwarePatcher/Kernel/BasePatches/Security/KernelPatchDebugger.swift,FirmwarePatcher,SHIMMABLE,swift,Core patching logic is algorithmic Swift but requires Windows build/dependency adaptation
VPhoneExecutable/VPhoneCommand/FirmwarePatcher/Kernel/BasePatches/Security/KernelPatchDyldPolicy.swift,FirmwarePatcher,SHIMMABLE,swift,Core patching logic is algorithmic Swift but requires Windows build/dependency adaptation
VPhoneExecutable/VPhoneCommand/FirmwarePatcher/Kernel/BasePatches/Security/KernelPatchExcGuard.swift,FirmwarePatcher,SHIMMABLE,swift,Core patching logic is algorithmic Swift but requires Windows build/dependency adaptation
VPhoneExecutable/VPhoneCommand/FirmwarePatcher/Kernel/BasePatches/Security/KernelPatchLaunchConstraints.swift,FirmwarePatcher,SHIMMABLE,swift,Core patching logic is algorithmic Swift but requires Windows build/dependency adaptation
VPhoneExecutable/VPhoneCommand/FirmwarePatcher/Kernel/BasePatches/Security/KernelPatchPostValidation.swift,FirmwarePatcher,SHIMMABLE,swift,Core patching logic is algorithmic Swift but requires Windows build/dependency adaptation
VPhoneExecutable/VPhoneCommand/FirmwarePatcher/Kernel/BasePatches/Security/KernelPatchSandbox.swift,FirmwarePatcher,SHIMMABLE,swift,Core patching logic is algorithmic Swift but requires Windows build/dependency adaptation
VPhoneExecutable/VPhoneCommand/FirmwarePatcher/Kernel/BasePatches/Startup/KernelPatchBsdInit.swift,FirmwarePatcher,SHIMMABLE,swift,Core patching logic is algorithmic Swift but requires Windows build/dependency adaptation
VPhoneExecutable/VPhoneCommand/FirmwarePatcher/Kernel/ExperimentalPatches/KernelExperimentalPatchHvVmmRename.swift,FirmwarePatcher,SHIMMABLE,swift,Core patching logic is algorithmic Swift but requires Windows build/dependency adaptation
VPhoneExecutable/VPhoneCommand/FirmwarePatcher/Kernel/JailbreakPatches/CodeSigning/KernelJailbreakPatchAmfiExecve.swift,FirmwarePatcher,SHIMMABLE,swift,Core patching logic is algorithmic Swift but requires Windows build/dependency adaptation
VPhoneExecutable/VPhoneCommand/FirmwarePatcher/Kernel/JailbreakPatches/CodeSigning/KernelJailbreakPatchAmfiTrustcache.swift,FirmwarePatcher,SHIMMABLE,swift,Core patching logic is algorithmic Swift but requires Windows build/dependency adaptation
VPhoneExecutable/VPhoneCommand/FirmwarePatcher/Kernel/JailbreakPatches/CodeSigning/KernelJailbreakPatchCredLabel.swift,FirmwarePatcher,SHIMMABLE,swift,Core patching logic is algorithmic Swift but requires Windows build/dependency adaptation
VPhoneExecutable/VPhoneCommand/FirmwarePatcher/Kernel/JailbreakPatches/CodeSigning/KernelJailbreakPatchHookCredLabel.swift,FirmwarePatcher,SHIMMABLE,swift,Core patching logic is algorithmic Swift but requires Windows build/dependency adaptation
VPhoneExecutable/VPhoneCommand/FirmwarePatcher/Kernel/JailbreakPatches/CodeSigning/KernelJailbreakPatchLoadDylinker.swift,FirmwarePatcher,SHIMMABLE,swift,Core patching logic is algorithmic Swift but requires Windows build/dependency adaptation
VPhoneExecutable/VPhoneCommand/FirmwarePatcher/Kernel/JailbreakPatches/CodeSigning/KernelJailbreakPatchPostValidation.swift,FirmwarePatcher,SHIMMABLE,swift,Core patching logic is algorithmic Swift but requires Windows build/dependency adaptation
VPhoneExecutable/VPhoneCommand/FirmwarePatcher/Kernel/JailbreakPatches/Drivers/KernelJailbreakPatchIomfbSwap.swift,FirmwarePatcher,SHIMMABLE,swift,Core patching logic is algorithmic Swift but requires Windows build/dependency adaptation
VPhoneExecutable/VPhoneCommand/FirmwarePatcher/Kernel/JailbreakPatches/Drivers/KernelJailbreakPatchNvram.swift,FirmwarePatcher,SHIMMABLE,swift,Core patching logic is algorithmic Swift but requires Windows build/dependency adaptation
VPhoneExecutable/VPhoneCommand/FirmwarePatcher/Kernel/JailbreakPatches/Frida/KernelJailbreakPatchThreadSetState.swift,FirmwarePatcher,SHIMMABLE,swift,Core patching logic is algorithmic Swift but requires Windows build/dependency adaptation
VPhoneExecutable/VPhoneCommand/FirmwarePatcher/Kernel/JailbreakPatches/Frida/KernelJailbreakPatchVmMapDelete.swift,FirmwarePatcher,SHIMMABLE,swift,Core patching logic is algorithmic Swift but requires Windows build/dependency adaptation
VPhoneExecutable/VPhoneCommand/FirmwarePatcher/Kernel/JailbreakPatches/Memory/KernelJailbreakPatchPortToMap.swift,FirmwarePatcher,SHIMMABLE,swift,Core patching logic is algorithmic Swift but requires Windows build/dependency adaptation
VPhoneExecutable/VPhoneCommand/FirmwarePatcher/Kernel/JailbreakPatches/Memory/KernelJailbreakPatchSharedRegion.swift,FirmwarePatcher,SHIMMABLE,swift,Core patching logic is algorithmic Swift but requires Windows build/dependency adaptation
VPhoneExecutable/VPhoneCommand/FirmwarePatcher/Kernel/JailbreakPatches/Memory/KernelJailbreakPatchVmFault.swift,FirmwarePatcher,SHIMMABLE,swift,Core patching logic is algorithmic Swift but requires Windows build/dependency adaptation
VPhoneExecutable/VPhoneCommand/FirmwarePatcher/Kernel/JailbreakPatches/Memory/KernelJailbreakPatchVmProtect.swift,FirmwarePatcher,SHIMMABLE,swift,Core patching logic is algorithmic Swift but requires Windows build/dependency adaptation
VPhoneExecutable/VPhoneCommand/FirmwarePatcher/Kernel/JailbreakPatches/Process/KernelJailbreakPatchKcall10.swift,FirmwarePatcher,SHIMMABLE,swift,Core patching logic is algorithmic Swift but requires Windows build/dependency adaptation
VPhoneExecutable/VPhoneCommand/FirmwarePatcher/Kernel/JailbreakPatches/Process/KernelJailbreakPatchProcPidinfo.swift,FirmwarePatcher,SHIMMABLE,swift,Core patching logic is algorithmic Swift but requires Windows build/dependency adaptation
VPhoneExecutable/VPhoneCommand/FirmwarePatcher/Kernel/JailbreakPatches/Process/KernelJailbreakPatchSpawnPersona.swift,FirmwarePatcher,SHIMMABLE,swift,Core patching logic is algorithmic Swift but requires Windows build/dependency adaptation
VPhoneExecutable/VPhoneCommand/FirmwarePatcher/Kernel/JailbreakPatches/Process/KernelJailbreakPatchSyscallmask.swift,FirmwarePatcher,SHIMMABLE,swift,Core patching logic is algorithmic Swift but requires Windows build/dependency adaptation
VPhoneExecutable/VPhoneCommand/FirmwarePatcher/Kernel/JailbreakPatches/Process/KernelJailbreakPatchTaskConversion.swift,FirmwarePatcher,SHIMMABLE,swift,Core patching logic is algorithmic Swift but requires Windows build/dependency adaptation
VPhoneExecutable/VPhoneCommand/FirmwarePatcher/Kernel/JailbreakPatches/Process/KernelJailbreakPatchTaskForPid.swift,FirmwarePatcher,SHIMMABLE,swift,Core patching logic is algorithmic Swift but requires Windows build/dependency adaptation
VPhoneExecutable/VPhoneCommand/FirmwarePatcher/Kernel/JailbreakPatches/Process/KernelJailbreakPatchThidCrash.swift,FirmwarePatcher,SHIMMABLE,swift,Core patching logic is algorithmic Swift but requires Windows build/dependency adaptation
VPhoneExecutable/VPhoneCommand/FirmwarePatcher/Kernel/JailbreakPatches/Sandbox/KernelJailbreakPatchContainerUpcall.swift,FirmwarePatcher,SHIMMABLE,swift,Core patching logic is algorithmic Swift but requires Windows build/dependency adaptation
VPhoneExecutable/VPhoneCommand/FirmwarePatcher/Kernel/JailbreakPatches/Sandbox/KernelJailbreakPatchExecPolicyKill.swift,FirmwarePatcher,SHIMMABLE,swift,Core patching logic is algorithmic Swift but requires Windows build/dependency adaptation
VPhoneExecutable/VPhoneCommand/FirmwarePatcher/Kernel/JailbreakPatches/Sandbox/KernelJailbreakPatchFpfsScopedOpen.swift,FirmwarePatcher,SHIMMABLE,swift,Core patching logic is algorithmic Swift but requires Windows build/dependency adaptation
VPhoneExecutable/VPhoneCommand/FirmwarePatcher/Kernel/JailbreakPatches/Sandbox/KernelJailbreakPatchIoucMacf.swift,FirmwarePatcher,SHIMMABLE,swift,Core patching logic is algorithmic Swift but requires Windows build/dependency adaptation
VPhoneExecutable/VPhoneCommand/FirmwarePatcher/Kernel/JailbreakPatches/Sandbox/KernelJailbreakPatchIoucSandbox.swift,FirmwarePatcher,SHIMMABLE,swift,Core patching logic is algorithmic Swift but requires Windows build/dependency adaptation
VPhoneExecutable/VPhoneCommand/FirmwarePatcher/Kernel/JailbreakPatches/Sandbox/KernelJailbreakPatchMacMount.swift,FirmwarePatcher,SHIMMABLE,swift,Core patching logic is algorithmic Swift but requires Windows build/dependency adaptation
VPhoneExecutable/VPhoneCommand/FirmwarePatcher/Kernel/JailbreakPatches/Sandbox/KernelJailbreakPatchProcSecurity.swift,FirmwarePatcher,SHIMMABLE,swift,Core patching logic is algorithmic Swift but requires Windows build/dependency adaptation
VPhoneExecutable/VPhoneCommand/FirmwarePatcher/Kernel/JailbreakPatches/Sandbox/KernelJailbreakPatchSandboxExtended.swift,FirmwarePatcher,SHIMMABLE,swift,Core patching logic is algorithmic Swift but requires Windows build/dependency adaptation
VPhoneExecutable/VPhoneCommand/FirmwarePatcher/Kernel/JailbreakPatches/Storage/KernelJailbreakPatchBsdInitAuth.swift,FirmwarePatcher,SHIMMABLE,swift,Core patching logic is algorithmic Swift but requires Windows build/dependency adaptation
VPhoneExecutable/VPhoneCommand/FirmwarePatcher/Kernel/JailbreakPatches/Storage/KernelJailbreakPatchDiskImages2.swift,FirmwarePatcher,SHIMMABLE,swift,Core patching logic is algorithmic Swift but requires Windows build/dependency adaptation
VPhoneExecutable/VPhoneCommand/FirmwarePatcher/Kernel/JailbreakPatches/Storage/KernelJailbreakPatchDounmount.swift,FirmwarePatcher,SHIMMABLE,swift,Core patching logic is algorithmic Swift but requires Windows build/dependency adaptation
VPhoneExecutable/VPhoneCommand/FirmwarePatcher/Kernel/JailbreakPatches/Storage/KernelJailbreakPatchSecureRoot.swift,FirmwarePatcher,SHIMMABLE,swift,Core patching logic is algorithmic Swift but requires Windows build/dependency adaptation
VPhoneExecutable/VPhoneCommand/FirmwarePatcher/Kernel/KernelExperimentalPatcher.swift,FirmwarePatcher,SHIMMABLE,swift,Core patching logic is algorithmic Swift but requires Windows build/dependency adaptation
